"player_id","name","week","team","number","position","dob"
"00-0036944","Jaycee  Horn",1,"CAR","8","CB","11/26/1999"
"00-0036944","Jaycee Horn",2,"CAR","8","CB","11/26/1999"
"00-0036945","Justin  Fields",1,"NYJ","7","QB","03/05/1999"
"00-0036945","Justin Fields",2,"CHI","1","QB","03/05/1999"
"00-0036946","Kellen Mond",2,"CLE","11","QB","06/22/1999"
"00-0036947","Jalen Mayfield",2,"ATL","77","G","05/23/2000"
"00-0036948","TaQuon Graham",2,"ATL","95","DE","12/01/1998"
"00-0036949","Adetokunbo Ogundeji",2,"ATL","92","OLB","10/09/1998"
"00-0036951","Frank Darby",2,"ATL","88","WR","09/08/1998"
"00-0036952","Jonathon  Cooper",1,"DEN","","OLB","01/08/1998"
"00-0036952","Jonathon Cooper",2,"DEN","53","OLB","01/08/1998"
"00-0036953","Teven  Jenkins",1,"CLE","74","T","03/03/1998"
"00-0036953","Teven Jenkins",2,"CHI","76","T","03/03/1998"
"00-0036954","Levi Onwuzurike",2,"DET","75","DE","03/03/1998"
"00-0036955","Terrace Marshall Jr.",2,"CAR","88","WR","06/09/2000"
"00-0036956","Darren Hall",2,"ATL","34","CB","05/02/2000"
"00-0036957","Drew  Dalman",1,"CHI","52","C","10/15/1998"
"00-0036957","Drew Dalman",2,"ATL","67","C","10/15/1998"
"00-0036959","Michael Bandy",2,"DEN","","WR",NA
"00-0036961","Richie Grant",2,"ATL","27","SS","11/09/1997"
"00-0036962","Tre'von  Moehrig",1,"CAR","7","SS","06/16/1999"
"00-0036962","Trevon Moehrig",2,"LV","25","FS","06/16/1999"
"00-0036963","Amon-Ra  St. Brown",1,"DET","14","WR","10/24/1999"
"00-0036963","Amon-Ra St. Brown",2,"DET","14","WR","10/24/1999"
"00-0036964","Derrick  Barnes",1,"DET","55","MLB","05/29/1999"
"00-0036964","Derrick Barnes",2,"DET","55","ILB","05/29/1999"
"00-0036966","Tyrone Wheatley Jr.",2,"NE","","T","01/19/1972"
"00-0036967","Joe  Tryon-Shoyinka",1,"CLE","90","OLB","04/30/1999"
"00-0036967","Joe Tryon",2,"TB","9","OLB","04/30/1999"
"00-0036968","Brady  Christensen",1,"CAR","70","G","09/27/1996"
"00-0036968","Brady Christensen",2,"CAR","70","T",NA
"00-0036970","Kyle  Pitts",1,"ATL","8","TE","10/06/2000"
"00-0036970","Kyle Pitts",2,"ATL","8","TE","10/06/2000"
"00-0036971","Trevor  Lawrence",1,"JAX","16","QB","10/06/1999"
"00-0036971","Trevor Lawrence",2,"JAX","16","QB","10/06/1999"
"00-0036972","Mac  Jones",1,"SF","10","QB","09/05/1998"
"00-0036972","Mac Jones",2,"NE","10","QB","09/05/1998"
"00-0036973","Travis  Etienne",1,"JAX","1","RB","01/26/1999"
"00-0036973","Travis Etienne",2,"JAX","1","RB","01/26/1999"
"00-0036974","Tyson  Campbell",1,"JAX","3","CB","03/17/2000"
"00-0036974","Tyson Campbell",2,"JAX","32","CB","03/17/2000"
"00-0036975","Walker  Little",1,"JAX","72","T","04/01/1999"
"00-0036975","Walker Little",2,"JAX","72","T","04/01/1999"
"00-0036976","Spencer  Brown",1,"BUF","79","T","02/28/1998"
"00-0036976","Spencer Brown",2,"BUF","79","T","11/13/1998"
"00-0036977","Ben  Cleveland",1,"BAL","66","G","08/25/1998"
"00-0036977","Ben Cleveland",2,"BAL","66","G","08/25/1998"
"00-0036978","Ronnie Perkins",2,"DEN","51","DE","09/29/1999"
"00-0036979","Alijah Vera-Tucker",2,"NYJ","75","G","06/17/1999"
"00-0036980","Elijah  Moore",1,"BUF","18","WR","03/27/2000"
"00-0036980","Elijah Moore",2,"CLE","8","WR","03/27/2000"
"00-0036981","Christian  Barmore",1,"NE","90","DT","07/28/1999"
"00-0036981","Christian Barmore",2,"NE","90","DT","07/28/1999"
"00-0036982","Chauncey  Golston",1,"NYG","57","OLB","02/10/1998"
"00-0036982","Chauncey Golston",2,"DAL","59","DT","02/10/1998"
"00-0036983","Kendrick  Green",1,"BUF","53","C","12/22/1998"
"00-0036983","Kendrick Green",2,"HOU","53","C","12/22/1998"
"00-0036984","Trey Sermon",2,"PHI","28","RB","01/30/1999"
"00-0036985","Robert  Hainsey",1,"JAX","73","C","08/12/1998"
"00-0036985","Robert Hainsey",2,"TB","70","C","08/12/1998"
"00-0036986","Nahshon  Wright",1,"CHI","26","CB","09/23/1998"
"00-0036986","Nahshon Wright",2,"DAL","25","CB",NA
"00-0036987","Brandon  Stephens",1,"NYJ","21","CB","12/29/1997"
"00-0036987","Brandon Stephens",2,"BAL","21","FS","12/29/1997"
"00-0036988","Josh  Palmer",1,"BUF","5","WR","09/22/1999"
"00-0036988","Josh Palmer",2,"LAC","5","WR","09/22/1999"
"00-0036989","Malcolm  Koonce",1,"LV","51","DE","06/06/1998"
"00-0036989","Malcolm Koonce",2,"LV","51","DE","06/06/1998"
"00-0036990","Divine  Deablo",1,"ATL","","MLB","08/17/1998"
"00-0036990","Divine Deablo",2,"LV","5","MLB","08/17/1998"
"00-0036991","Amari Rodgers",2,"HOU","8","WR","09/23/1999"
"00-0036992","Elijah  Molden",1,"LAC","2","FS","01/30/1999"
"00-0036992","Elijah Molden",2,"TEN","24","CB","01/30/1999"
"00-0036993","Ifeatu  Melifonwu",1,"MIA","9","SS","05/02/1999"
"00-0036993","Ifeatu Melifonwu",2,"DET","26","CB","05/02/1999"
"00-0036994","Ernest  Jones",1,"SEA","13","MLB","11/22/1999"
"00-0036994","Ernest Jones",2,"LAR","50","ILB","11/22/1999"
"00-0036995","Baron  Browning",1,"ARI","5","OLB","02/19/1999"
"00-0036995","Baron Browning",2,"DEN","56","ILB","02/19/1999"
"00-0036996","Greg  Newsome II",1,"CLE","","CB","05/18/2000"
"00-0036996","Greg Newsome",2,"CLE","20","CB","05/18/2000"
"00-0036997","Javonte  Williams",1,"DAL","33","RB","04/25/2000"
"00-0036997","Javonte Williams",2,"DEN","33","RB","04/25/2000"
"00-0036998","Jevon  Holland",1,"NYG","8","FS","03/03/2000"
"00-0036998","Jevon Holland",2,"MIA","8","SS","03/03/2000"
"00-0036999","Anthony Schwartz",2,"CLE","10","WR","09/05/2000"
"00-0037000","Monty Rice",2,"TEN","56","ILB","01/08/1999"
"00-0037001","Quinn  Meinerz",1,"DEN","77","G","11/15/1998"
"00-0037001","Quinn Meinerz",2,"DEN","77","G","11/15/1998"
"00-0037002","Landon  Dickerson",1,"PHI","69","G","09/30/1998"
"00-0037002","Landon Dickerson",2,"PHI","69","G","09/30/1998"
"00-0037003","Chazz  Surratt",1,"SEA","44","MLB","02/16/1997"
"00-0037003","Chazz Surratt",2,"NYJ","41","ILB","02/16/1997"
"00-0037004","Hunter  Long",1,"JAX","84","TE","08/19/1998"
"00-0037004","Hunter Long",2,"LAR","84","TE","08/19/1998"
"00-0037005","Tommy  Tremble",1,"CAR","82","TE","06/02/2000"
"00-0037005","Tommy Tremble",2,"CAR","82","TE","06/02/2000"
"00-0037006","Wyatt Davis",2,"NYG","51","G","02/17/1999"
"00-0037007","Patrick  Jones II",1,"CAR","91","OLB","09/29/1998"
"00-0037007","Patrick Jones",2,"MIN","93","OLB","09/29/1998"
"00-0037008","Ambry Thomas",2,"SF","20","CB","09/09/1999"
"00-0037009","Rashawn Slater",2,"LAC","70","T","03/26/1999"
"00-0037010","Liam Eichenberg",2,"MIA","74","G","01/19/1998"
"00-0037011","Tre McKitty",2,"LAC","88","TE","01/12/1999"
"00-0037012","Trey  Lance",1,"LAC","5","QB","05/09/2000"
"00-0037012","Trey Lance",2,"DAL","5","QB","05/09/2000"
"00-0037013","Zach  Wilson",1,"MIA","","QB","08/03/1999"
"00-0037013","Zach Wilson",2,"NYJ","2","QB","08/03/1999"
"00-0037031","Nikola Kalinic",2,"LAR","","TE","01/21/1997"
"00-0037034","Dee  Alford",1,"ATL","20","CB","11/05/1997"
"00-0037034","Dee Alford",2,"ATL","37","CB","11/05/1997"
"00-0037035","Jordan Murray",2,"IND","71","T","05/17/1997"
"00-0037039","Devon Allen",2,"PHI","82","WR","12/12/1994"
"00-0037043","Amare Barno",2,"CAR","90","OLB","04/26/1999"
"00-0037046","Donovan Jeter",2,"CHI","91","NT","12/07/1998"
"00-0037049","Chris Steele",2,"SEA","36","DB","09/27/2000"
"00-0037051","Elijah  Garcia",1,"NYG","90","DT","03/11/1998"
"00-0037051","Elijah Garcia",2,"DEN","69","DE","03/11/1998"
"00-0037055","Lance McCutcheon",2,"LAR","82","WR","02/28/1999"
"00-0037057","Keir Thomas",2,"LAR","96","OLB","01/25/1998"
"00-0037061","De'Shaan Dixon",2,"JAX","47","OLB","12/16/1998"
"00-0037062","Benjie Franklin",2,"SEA","41","DB","10/22/1996"
"00-0037070","Josh Thompson",2,"TEN","21","DB","10/20/1998"
"00-0037073","Jordan  Davis",1,"PHI","90","DT","01/12/2000"
"00-0037073","Jordan Davis",2,"PHI","90","DT","01/12/2000"
"00-0037074","Quay  Walker",1,"GB","7","OLB","05/08/2000"
"00-0037074","Quay Walker",2,"GB","7","ILB","05/08/2000"
"00-0037075","Devonte  Wyatt",1,"GB","95","DT","03/31/1998"
"00-0037075","Devonte Wyatt",2,"GB","95","DE","03/31/1998"
"00-0037076","Sean  Rhyan",1,"GB","75","G","09/15/2000"
"00-0037076","Sean Rhyan",2,"GB","75","G","09/15/2000"
"00-0037077","Sam  Howell",1,"PHI","14","QB","09/16/2000"
"00-0037077","Sam Howell",2,"WAS","14","QB","09/16/2000"
"00-0037078","Cole Turner",2,"WAS","85","TE","03/16/2000"
"00-0037079","Riq  Woolen",1,"SEA","27","CB","05/02/1999"
"00-0037079","Tariq Woolen",2,"SEA","27","CB","05/02/1999"
"00-0037080","Tyreke Smith",2,"SEA","92","OLB","02/14/2000"
"00-0037081","Braxton  Jones",1,"CHI","70","T","03/27/1999"
"00-0037081","Braxton Jones",2,"CHI","70","T","03/27/1999"
"00-0037082","Dominique  Robinson",1,"CHI","90","DE","07/02/1998"
"00-0037082","Dominique Robinson",2,"CHI","91","DE","07/02/1998"
"00-0037083","Kingsley  Enagbare",1,"GB","55","DE","01/18/2000"
"00-0037083","Kingsley Enagbare",2,"GB","55","OLB","01/18/2000"
"00-0037084","Kyron Johnson",2,"PHI","58","OLB","07/24/1998"
"00-0037085","Tyler  Badie",1,"DEN","28","RB","02/07/1999"
"00-0037085","Tyler Badie",2,"DEN","36","RB","02/07/2000"
"00-0037086","Grant  Calcaterra",1,"PHI","81","TE","12/04/1998"
"00-0037086","Grant Calcaterra",2,"PHI","81","TE","12/04/1998"
"00-0037087","Trestan Ebner",2,"CHI","25","RB","01/02/1999"
"00-0037088","Doug Kramer",2,"CHI","68","C","06/04/1998"
"00-0037089","Ja'Tyre Carter",2,"CHI","69","G","01/15/1999"
"00-0037090","Tariq Carpenter",2,"GB","24","SS","12/28/1998"
"00-0037091","Bo  Melton",1,"GB","16","CB","05/18/1999"
"00-0037091","Bo Melton",2,"GB","80","WR","05/18/1999"
"00-0037092","Chris  Paul",1,"WAS","75","G","11/19/1998"
"00-0037092","Chris Paul",2,"WAS","75","G","11/19/1998"
"00-0037093","Dareke Young",2,"SEA","83","WR","06/04/1999"
"00-0037094","Jonathan Ford",2,"GB","99","DT","09/29/1998"
"00-0037095","Christian Holmes",2,"WAS","34","CB","09/14/1997"
"00-0037096","Elijah  Hicks",1,"CHI","22","FS","10/16/1999"
"00-0037096","Elijah Hicks",2,"CHI","37","FS","10/16/1999"
"00-0037097","Trenton Gill",2,"CHI","16","P","01/01/1999"
"00-0037098","Samori Toure",2,"GB","83","WR","03/24/1998"
"00-0037100","Chase Allen",2,"CHI","87","TE","07/09/1997"
"00-0037103","Jean Delance",2,"GB","62","T","01/14/1998"
"00-0037106","Jaylon  Jones",1,"CHI","33","CB","10/14/1997"
"00-0037106","Jaylon Jones",2,"CHI","31","CB","08/14/1997"
"00-0037109","Jack  Sanborn",1,"DAL","57","MLB","07/29/2000"
"00-0037109","Jack Sanborn",2,"CHI","57","ILB","07/29/2000"
"00-0037112","Jake  Tonges",1,"SF","88","TE","07/08/1999"
"00-0037112","Jake Tonges",2,"CHI","81","TE","07/08/1999"
"00-0037120","Tyler Goodson",2,"GB","39","RB","11/10/2000"
"00-0037122","Caleb Jones",2,"GB","72","T","02/10/1999"
"00-0037129","Josh  Blackwell",1,"CHI","39","CB","04/05/1999"
"00-0037129","Josh Blackwell",2,"CHI","39","CB","04/05/1999"
"00-0037130","Reed  Blankenship",1,"PHI","32","FS","03/02/1999"
"00-0037130","Reed Blankenship",2,"PHI","32","SS","03/02/1999"
"00-0037131","Kennedy Brooks",2,"PHI","30","RB","10/08/1998"
"00-0037132","Britain Covey",2,"PHI","18","WR","03/18/1997"
"00-0037133","William Dunkle",2,"PIT","","G","12/30/1999"
"00-0037134","Noah Elliss",2,"PHI","","DT","03/31/1999"
"00-0037136","Mario Goodrich",2,"PHI","31","CB","01/12/2000"
"00-0037137","Josh  Jobe",1,"SEA","29","CB","04/09/1998"
"00-0037137","Josh Jobe",2,"PHI","28","CB","04/09/1998"
"00-0037138","Josh Sills",2,"IND","61","G","01/26/1998"
"00-0037140","Jarrid Williams",2,"PIT","67","T","07/02/1997"
"00-0037141","Joey  Blount",1,"ARI","32","FS","11/16/1998"
"00-0037141","Joey Blount",2,"SEA","35","FS","11/16/1998"
"00-0037142","Bubba Bolden",2,"CLE","36","DB","05/28/1999"
"00-0037149","Joshua Onujiogu",2,"SEA","49","DE","03/03/1998"
"00-0037153","Vi Jones",2,"SEA","50","LB","05/05/1998"
"00-0037155","Tony  Adams",1,"NYJ","22","SS","01/24/1999"
"00-0037155","Tony Adams",2,"NYJ","22","FS","12/28/1995"
"00-0037156","Irvin Charles",2,"NYJ","82","WR","04/13/1997"
"00-0037157","Zonovan Knight",2,"NYJ","35","RB","04/11/2001"
"00-0037163","Ferrod Gardner",2,"WAS","48","LB","03/26/1997"
"00-0037164","Curtis Hodges",2,"WAS","80","TE","07/03/1999"
"00-0037167","Tyrese Robinson",2,"PHI","79","G","01/01/2000"
"00-0037172","Kyric Mcgowan",2,"WAS","83","WR","09/01/1999"
"00-0037173","Slade Bolden",2,"ATL","82","WR","01/26/1999"
"00-0037174","Shemar Bridges",2,"BAL","85","WR","12/26/1997"
"00-0037175","Anthony Brown",2,"BAL","12","QB","07/27/1998"
"00-0037179","Jeremiah Moon",2,"BAL","48","LB","08/18/1998"
"00-0037181","Rayshad Nichols",2,"BAL","91","DT","06/09/1998"
"00-0037183","Makai Polk",2,"BAL","87","WR","08/02/2001"
"00-0037184","Josh Ross",2,"BAL","51","ILB","10/31/1999"
"00-0037185","Raleigh Webb",2,"NE","87","WR","12/28/1997"
"00-0037190","Sauce  Gardner",1,"NYJ","1","CB","08/31/2000"
"00-0037190","Ahmad Gardner",2,"NYJ","1","CB","08/31/2001"
"00-0037191","Trent  McDuffie",1,"KC","22","CB","09/13/2000"
"00-0037191","Trent McDuffie",2,"KC","21","CB","09/13/2000"
"00-0037192","George  Karlaftis",1,"KC","56","DE","04/03/2001"
"00-0037192","George Karlaftis",2,"KC","56","DE","04/03/2001"
"00-0037193","Bryan  Cook",1,"KC","6","FS","09/07/1999"
"00-0037193","Bryan Cook",2,"KC","6","FS","09/07/1999"
"00-0037194","Darian  Kinnard",1,"GB","70","T","12/29/1999"
"00-0037194","Darian Kinnard",2,"KC","75","T","12/29/1999"
"00-0037195","Jaylen  Watson",1,"KC","35","CB","09/17/1998"
"00-0037195","Jaylen Watson",2,"KC","35","CB","09/17/1998"
"00-0037196","Rasheed  Walker",1,"GB","63","T","02/13/2000"
"00-0037196","Rasheed Walker",2,"GB","63","T","02/13/2000"
"00-0037197","Isiah  Pacheco",1,"KC","10","RB","03/02/1999"
"00-0037197","Isiah Pacheco",2,"KC","10","RB","03/02/1999"
"00-0037198","Nazeeh Johnson",2,"KC","13","DB","07/17/1998"
"00-0037202","DaMarcus Mitchell",2,"NE","97","DE","12/13/1998"
"00-0037203","LaBryan Ray",2,"CAR","","DE","12/05/1997"
"00-0037204","Kody Russey",2,"NE","66","C","05/14/1998"
"00-0037205","Brenden  Schooler",1,"NE","41","FS","05/30/1997"
"00-0037205","Brenden Schooler",2,"NE","41","FS","05/30/1997"
"00-0037207","Mike  Caliendo",1,"KC","66","G","10/21/1997"
"00-0037207","Mike Caliendo",2,"KC","66","G","10/21/1997"
"00-0037208","Jack  Cochrane",1,"KC","43","MLB","02/09/1999"
"00-0037208","Jack Cochrane",2,"KC","43","ILB","02/09/1999"
"00-0037210","Jerrion Ealy",2,"KC","80","RB","08/19/2000"
"00-0037216","Justyn Ross",2,"KC","8","WR","12/15/1999"
"00-0037222","A.J. Thomas",2,"CHI","38","DB","09/18/1999"
"00-0037224","Cameron  Dicker",1,"LAC","11","K","05/06/2000"
"00-0037224","Cameron Dicker",2,"LAC","13","P","05/06/2000"
"00-0037225","Chris Glaser",2,"NYJ","64","G","10/01/1999"
"00-0037228","Jaylen  Warren",1,"PIT","30","RB","11/01/1998"
"00-0037228","Jaylen Warren",2,"PIT","30","RB","11/01/1998"
"00-0037229","Ikem Ekwonu",2,"CAR","79","T","10/31/2000"
"00-0037231","Kevin Austin",2,"JAX","80","WR","03/30/2000"
"00-0037233","Gerrit Prince",2,"JAX","86","TE","08/25/1997"
"00-0037235","Travon  Walker",1,"JAX","44","DE","12/18/2000"
"00-0037235","Travon Walker",2,"JAX","44","OLB","12/18/2000"
"00-0037236","Aidan  Hutchinson",1,"DET","97","DE","08/09/2000"
"00-0037236","Aidan Hutchinson",2,"DET","97","DE","08/09/2000"
"00-0037237","Derek  Stingley Jr.",1,"HOU","24","CB","06/20/2001"
"00-0037237","Derek Stingley",2,"HOU","24","CB","06/20/2001"
"00-0037238","Drake  London",1,"ATL","5","WR","07/24/2001"
"00-0037238","Drake London",2,"ATL","5","WR","07/24/2001"
"00-0037239","Chris  Olave",1,"NO","12","WR","06/27/2000"
"00-0037239","Chris Olave",2,"NO","12","WR","06/27/2000"
"00-0037240","Jameson  Williams",1,"DET","1","WR","03/26/2001"
"00-0037240","Jameson Williams",2,"DET","9","WR","03/26/2001"
"00-0037241","Trevor Penning",2,"NO","70","T","05/15/1999"
"00-0037242","Kaiir  Elam",1,"DAL","20","CB","05/05/2001"
"00-0037242","Kaiir Elam",2,"BUF","24","CB","05/05/2001"
"00-0037243","Tyler  Smith",1,"DAL","73","G","04/03/2001"
"00-0037243","Tyler Smith",2,"DAL","73","T","04/03/2001"
"00-0037244","Devin  Lloyd",1,"JAX","","MLB","09/30/1998"
"00-0037244","Devin Lloyd",2,"JAX","33","ILB","09/30/1998"
"00-0037245","Lewis Cine",2,"MIN","6","FS","10/05/1999"
"00-0037246","Jalen  Pitre",1,"HOU","5","FS","06/03/1999"
"00-0037246","Jalen Pitre",2,"HOU","5","FS","06/03/1999"
"00-0037247","George  Pickens",1,"DAL","3","WR","03/04/2001"
"00-0037247","George Pickens",2,"PIT","14","WR","03/04/2001"
"00-0037248","James  Cook",1,"BUF","4","RB","09/25/1999"
"00-0037248","James Cook",2,"BUF","28","RB","09/25/1999"
"00-0037249","Nik  Bonitto",1,"DEN","15","OLB","09/26/1999"
"00-0037249","Nik Bonitto",2,"DEN","42","OLB","09/26/1999"
"00-0037250","Martin Emerson",2,"CLE","23","CB","09/27/2000"
"00-0037251","Alex  Wright",1,"CLE","91","DE","09/05/2000"
"00-0037251","Alex Wright",2,"CLE","94","DE","09/05/2000"
"00-0037252","Greg Dulcich",2,"DEN","80","TE","03/26/2000"
"00-0037253","Marcus  Jones",1,"NE","25","CB","10/22/1998"
"00-0037253","Marcus Jones",2,"NE","25","CB","08/15/1973"
"00-0037254","Terrel  Bernard",1,"BUF","8","MLB","05/07/1999"
"00-0037254","Terrel Bernard",2,"BUF","43","MLB","05/07/1999"
"00-0037255","Dylan  Parham",1,"LV","66","G","08/24/1999"
"00-0037255","Dylan Parham",2,"LV","66","G","08/24/1999"
"00-0037256","Rachaad  White",1,"TB","1","RB","01/12/1999"
"00-0037256","Rachaad White",2,"TB","29","RB","01/21/1999"
"00-0037257","David Bell",2,"CLE","18","WR","12/14/2000"
"00-0037258","Dameon  Pierce",1,"HOU","31","RB","02/19/2000"
"00-0037258","Dameon Pierce",2,"HOU","31","RB","02/19/2000"
"00-0037259","Micah  McFadden",1,"NYG","41","ILB","01/03/2000"
"00-0037259","Micah McFadden",2,"NYG","41","MLB","01/03/2000"
"00-0037260","DJ  Davidson",1,"NYG","98","DT","09/19/1999"
"00-0037260","D.J. Davidson",2,"NYG","98","DT","09/19/1997"
"00-0037261","Khalil  Shakir",1,"BUF","10","WR","02/03/2000"
"00-0037261","Khalil Shakir",2,"BUF","10","WR","02/03/2000"
"00-0037262","Thomas  Booker",1,"LV","99","DT","11/11/1999"
"00-0037262","Thomas Booker",2,"HOU","56","DT","11/11/1999"
"00-0037263","Tyler  Allgeier",1,"ATL","25","RB","04/15/2000"
"00-0037263","Tyler Allgeier",2,"ATL","25","RB","04/15/2000"
"00-0037264","Delarrin Turner-Yell",2,"DEN","32","FS","12/16/1999"
"00-0037265","Snoop Conner",2,"JAX","24","RB","08/01/2000"
"00-0037266","Matt Waletzko",2,"DAL","79","T","12/15/1999"
"00-0037267","Jerome  Ford",1,"CLE","34","RB","09/12/1999"
"00-0037267","Jerome Ford",2,"CLE","34","RB","09/12/1999"
"00-0037268","Zyon  McCollum",1,"TB","27","CB","05/03/1999"
"00-0037268","Zyon McCollum",2,"TB","27","CB","05/03/1999"
"00-0037269","Eric  Johnson",1,"IND","98","DT","07/16/1998"
"00-0037269","Eric Johnson",2,"IND","93","DT","04/30/1976"
"00-0037270","Otito  Ogbonnia",1,"LAC","93","DT","08/25/2000"
"00-0037270","Otito Ogbonnia",2,"LAC","93","DT","08/25/2000"
"00-0037271","D'Marco  Jackson",1,"CHI","48","OLB","07/20/1998"
"00-0037271","D'Marco Jackson",2,"NO","52","MLB","07/20/1998"
"00-0037272","Montrell Washington",2,"DEN","12","WR","03/14/1999"
"00-0037273","Kyle Philips",2,"TEN","18","WR","06/17/1999"
"00-0037274","Esezi Otomewo",2,"MIN","90","DE","03/09/1999"
"00-0037275","DaRon  Bland",1,"DAL","26","CB","07/12/1999"
"00-0037275","Daron Bland",2,"DAL","26","CB","07/12/1999"
"00-0037276","Ty  Chandler",1,"MIN","32","RB","05/12/1998"
"00-0037276","Ty Chandler",2,"MIN","32","RB","05/12/1998"
"00-0037277","Teagan  Quitoriano",1,"ATL","85","TE","03/15/2000"
"00-0037277","Teagan Quitoriano",2,"HOU","84","TE","03/15/2000"
"00-0037278","Luke  Wattenberg",1,"DEN","60","C","09/10/1997"
"00-0037278","Luke Wattenberg",2,"DEN","60","C","09/10/1997"
"00-0037279","Marcus McKethan",2,"NYG","60","T","05/19/1999"
"00-0037280","Matthew  Butler",1,"MIA","91","DT","06/10/1999"
"00-0037280","Matthew Butler",2,"LV","94","DT","06/10/1999"
"00-0037281","Damone  Clark",1,"DAL","18","OLB","06/28/2000"
"00-0037281","Damone Clark",2,"DAL","33","ILB","06/28/2000"
"00-0037282","James Mitchell",2,"DET","82","TE","08/11/1999"
"00-0037283","John Ridgeway",2,"WAS","91","DT","05/07/1999"
"00-0037284","Matt  Araiza",1,"KC","14","P","05/16/2000"
"00-0037285","Darrian Beavers",2,"NYG","43","LB","06/05/1999"
"00-0037286","Kevin Harris",2,"NE","36","RB","11/17/2000"
"00-0037287","Vederian  Lowe",1,"NE","59","T","04/17/1999"
"00-0037287","Vederian Lowe",2,"NE","63","T","04/17/1999"
"00-0037288","Christian  Benford",1,"BUF","47","CB","09/21/2000"
"00-0037288","Christian Benford",2,"BUF","47","CB","09/21/2000"
"00-0037289","Malcolm Rodriguez",2,"DET","44","ILB","03/29/1999"
"00-0037290","Justin Shaffer",2,"ATL","75","G","06/20/1998"
"00-0037291","Jalen  Nailor",1,"MIN","1","WR","03/02/1999"
"00-0037291","Jalen Nailor",2,"MIN","83","WR","03/02/1999"
"00-0037292","Andrew  Ogletree",1,"IND","85","TE","07/28/1998"
"00-0037292","Andrew Ogletree",2,"IND","85","TE","07/28/1998"
"00-0037293","Devin Harper",2,"DAL","50","ILB","05/13/1998"
"00-0037294","Jordan  Jackson",1,"DEN","94","DE","01/30/1998"
"00-0037294","Jordan Jackson",2,"DEN","59","DT","01/30/1998"
"00-0037295","Jamaree  Salyer",1,"LAC","68","G","07/13/2000"
"00-0037295","Jamaree Salyer",2,"LAC","68","G","07/13/2000"
"00-0037296","Gregory Junior",2,"JAX","34","CB","06/21/1999"
"00-0037297","Cade  Mays",1,"CAR","64","G","04/26/1999"
"00-0037297","Cade Mays",2,"CAR","64","G","04/26/1999"
"00-0037298","Sam Roberts",2,"NE","96","DE","04/14/1998"
"00-0037299","Keaontay Ingram",2,"ARI","30","RB","10/26/1999"
"00-0037300","Mike Woods",2,"CLE","12","WR","03/19/2000"
"00-0037301","Theo  Jackson",1,"MIN","26","FS","10/02/1998"
"00-0037301","Theo Jackson",2,"MIN","29","FS","10/02/1998"
"00-0037302","Austin  Deculus",1,"LAC","74","T","03/12/1999"
"00-0037302","Austin Deculus",2,"HOU","76","T","03/12/1999"
"00-0037303","Matt Henningsen",2,"DEN","91","DE","07/09/1999"
"00-0037304","Connor  Heyward",1,"PIT","83","TE","01/22/1999"
"00-0037304","Connor Heyward",2,"PIT","83","TE","01/22/1999"
"00-0037305","Luke Tenuta",2,"GB","76","T","09/01/1999"
"00-0037306","John  FitzPatrick",1,"GB","86","TE","03/09/2000"
"00-0037306","John FitzPatrick",2,"ATL","87","TE","03/09/2000"
"00-0037307","Ja'Sir  Taylor",1,"LAC","36","CB","01/08/1999"
"00-0037307","Ja'Sir Taylor",2,"LAC","36","CB","01/08/1999"
"00-0037308","Lecitus Smith",2,"ARI","54","C","07/13/1998"
"00-0037310","James  Houston",1,"DAL","53","DE","11/16/1998"
"00-0037310","James Houston",2,"DET","59","DE","11/16/1998"
"00-0037311","Ko  Kieft",1,"TB","41","TE","01/20/1998"
"00-0037311","Ko Kieft",2,"TB","41","TE","01/20/1998"
"00-0037312","Chance Campbell",2,"TEN","45","LB","10/08/1999"
"00-0037313","Montaric Brown",2,"JAX","30","CB","08/24/1999"
"00-0037314","Isaiah Thomas",2,"CLE","58","DE","12/03/1998"
"00-0037315","Cameron  Goode",1,"MIA","53","OLB","04/15/1998"
"00-0037315","Cameron Goode",2,"MIA","53","OLB","04/15/1998"
"00-0037316","Mark  Robinson",1,"NE","46","ILB","08/14/1999"
"00-0037316","Mark Robinson",2,"PIT","93","ILB","08/14/1999"
"00-0037317","Nick Muse",2,"MIN","34","TE","11/25/1998"
"00-0037318","Baylon Spector",2,"BUF","54","OLB","10/20/1998"
"00-0037319","Faion Hicks",2,"DEN","29","DB","09/02/1998"
"00-0037320","Deane Leonard",2,"LAC","33","CB","11/20/1999"
"00-0037321","Chase  Lucas",1,"SF","26","CB","03/04/1997"
"00-0037321","Chase Lucas",2,"DET","36","CB","03/04/1997"
"00-0037322","Thayer Munford",2,"LV","77","T","09/18/1999"
"00-0037323","Rodney  Thomas",1,"IND","25","FS","06/26/1998"
"00-0037323","Rodney Thomas",2,"IND","25","FS","03/30/1973"
"00-0037324","Chris Oladokun",2,"KC","19","QB","09/03/1997"
"00-0037325","Kalon Barnes",2,"MIN","35","DB","12/16/1998"
"00-0037327","Skylar Thompson",2,"MIA","19","QB","06/04/1997"
"00-0037329","Brittain Brown",2,"LV","38","RB","10/10/1997"
"00-0037330","Jesse Luketa",2,"ARI","43","OLB","01/15/1999"
"00-0037331","Zander Horvath",2,"LAC","40","RB","12/10/1998"
"00-0037332","D'Anthony Bell",2,"CLE","37","SS","10/17/1996"
