"playid","season","week","gamekey_internal","offense","defense","play_type","quarter","minutes","seconds","yards_to_endzone","down","distance","yards_gained","total_rbs","total_wrs","total_tes","personnel","shotgun","play_action","no_huddle","defenders_in_box","run_direction","yards_created","yards_blocked","target_depth","evaded_tackle1","evaded_tackle2","evaded_tackle3","oline_hurry","qb_seconds_to_throw","throw_under_duress","batted_pass","money_throw","interceptable_pass","danger_play","catchable_pass","contested_target","end_zone_target","drop","pass_breakup","qb_throw_away","receiver_separation_at_target","qb_id","runner_id","targeted_receiver_id","targeted_defender_id","coverage_type","skill1","skill1_route","skill1_motion","skill1_cushion","skill2","skill2_route","skill2_motion","skill2_cushion","skill3","skill3_route","skill3_motion","skill3_cushion","skill4","skill4_route","skill4_motion","skill4_cushion","skill5","skill5_route","skill5_motion","skill5_cushion","qb_pressure_defender1_id","qb_pressure_defender2_id","qb_pressure_defender3_id","pass_breakup_defender_id","description","first_down_gained","redzone","away_team","home_team","off_score","def_score","penalty_team","penalty","blocked_kick","interception","sack","fumble","fumble_lost","over_under","spread","surface","conditions","forecast_temp","forecast_wind"
1109425,2025,2,"2025-09-14_DET_CHI","CHI","DET","RUSH",1,12,6,"74",1,10,5,0,3,2,"02",0,0,0,7,"LT","2","3","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036275","","","","00-0039918",0,"","","00-0034827",0,"","","00-0040126",0,"","","00-0036290",0,"","","00-0039919",0,"","","","","","","(12:06) Direct snap to 4-D.Swift. 4-D.Swift left tackle to CHI 31 for 5 yards (4-D.Reed).",0,"0","CHI","DET",0,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109426,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,11,43,"69",2,5,1,1,2,2,"12",1,0,0,6,"","0","1","-2","","","",0,"1.8",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0039918","","00-0036275","00-0039018","6","00-0034827",1,"","9","00-0039919",1,"","11","00-0036275",1,"","4","00-0036290",1,"","5","00-0040126",1,"","5","","","","","(11:43) (Shotgun) 18-C.Williams pass short right to 4-D.Swift to CHI 32 for 1 yard (46-J.Campbell).",0,"0","CHI","DET",0,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109427,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,10,58,"68",3,4,6,1,3,1,"11",1,0,0,6,"","0","6","6","","","",0,"2.3",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0039918","","00-0035208","00-0039018","3","00-0039919",1,"","3","00-0035208",1,"","2","00-0034827",1,"","6","00-0036275",1,"","5","00-0036290",1,"","4","","","","","(10:58) (Shotgun) 18-C.Williams pass short middle to 14-O.Zaccheaus to CHI 38 for 6 yards (46-J.Campbell).",1,"0","CHI","DET",0,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109428,2025,2,"2025-09-14_DET_CHI","CHI","DET","NOPL",1,10,35,"62",1,10,0,0,5,0,"00",1,0,1,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(10:35) (No Huddle, Shotgun) PENALTY on CHI-58-D.Wright, False Start, 5 yards, enforced at CHI 38 - No Play.",0,"0","CHI","DET",0,7,"CHI","False Start",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109429,2025,2,"2025-09-14_DET_CHI","CHI","DET","RUSH",1,10,13,"67",1,15,20,1,2,2,"12",0,0,0,7,"RM","10","10","","00-0037667","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036275","","","","00-0034827",0,"","","00-0040126",0,"S","","00-0036275",0,"","","00-0036290",0,"","","00-0039919",0,"","","","","","","(10:13) 4-D.Swift up the middle to DET 47 for 20 yards (4-D.Reed).",1,"0","CHI","DET",0,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109430,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,9,47,"47",1,10,18,1,2,2,"12",1,0,1,6,"","0","18","15","","","",0,"3",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0039918","","00-0034827","00-0039903","9","00-0036290",1,"","7","00-0040126",1,"","13","00-0039919",1,"","5","00-0036275",1,"","5","00-0034827",1,"","1","","","","","(9:47) (No Huddle, Shotgun) 18-C.Williams pass short middle to 2-D.Moore to DET 29 for 18 yards (6-T.Arnold).",1,"0","CHI","DET",0,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109431,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,9,21,"29",1,10,1,1,2,2,"12",1,0,1,6,"","0","1","-2","","","",0,"1.1",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0039918","","00-0034827","00-0034384","1","00-0040126",0,"","6","00-0036290",0,"","11","00-0036275",0,"","4","00-0034827",1,"","9","00-0039919",0,"","8","","","","","(9:21) (No Huddle, Shotgun) 18-C.Williams pass short right to 2-D.Moore to DET 28 for 1 yard (4-D.Reed).",0,"0","CHI","DET",0,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109432,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,8,43,"28",2,9,0,1,2,2,"12",1,0,0,6,"","","","2","","","",0,"2.7",0,0,0,0,0,1,1,"0",1,0,0,"TCV","00-0039918","","00-0040236","00-0039018","1","00-0034827",1,"","1","00-0039919",1,"","2","00-0040236",1,"","4","00-0040126",1,"S","5","00-0036290",1,"","1","","","","","(8:43) (Shotgun) 18-C.Williams pass incomplete short right to 25-K.Monangai.",0,"0","CHI","DET",0,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109433,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,8,38,"28",3,9,28,1,3,1,"11",1,0,0,5,"","","","4","","","",0,"2.7",0,0,0,0,0,1,0,"0",0,0,0,"WO","00-0039918","","00-0039919","00-0039018","3","00-0035208",1,"","6","00-0034827",1,"","11","00-0040236",0,"","3","00-0036290",0,"","9","00-0039919",1,"","8","","","","","(8:38) (Shotgun) 18-C.Williams pass short left to 15-R.Odunze for 28 yards, TOUCHDOWN.",1,"0","CHI","DET",0,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109434,2025,2,"2025-09-14_DET_CHI","CHI","DET","FGXP",1,8,30,"15",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","8-C.Santos extra point is GOOD, Center-46-S.Daly, Holder-19-T.Taylor.",0,"1","CHI","DET",6,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109435,2025,2,"2025-09-14_DET_CHI","DET","CHI","KOFF",1,8,30,"35",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","8-C.Santos kicks 63 yards from CHI 35 to DET 2. 15-G.Stuard to DET 30 for 28 yards (23-R.Johnson).",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109436,2025,2,"2025-09-14_DET_CHI","DET","CHI","PASS",1,8,25,"70",1,10,16,1,3,1,"11",0,1,0,6,"","0","16","16","","","",0,"3.9",0,0,0,0,0,1,0,"0",0,0,0,"","00-0033106","","00-0036963","00-0036292","1","00-0037240",1,"","7","00-0040669",1,"S","6","00-0039139",0,"","","00-0036754",0,"P","","00-0036963",1,"","5","","","","","(8:25) 16-J.Goff pass deep left to 14-A.St. Brown to DET 46 for 16 yards (1-J.Johnson).",1,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109437,2025,2,"2025-09-14_DET_CHI","DET","CHI","PASS",1,7,48,"54",1,10,0,1,2,2,"12",0,1,0,7,"","","","24","","","",0,"3.8",0,0,0,0,0,0,0,"0",0,0,0,"OPN","00-0033106","","00-0037240","00-0033132","2","00-0032464",1,"S","1","00-0036754",0,"","","00-0039139",0,"","","00-0039065",1,"","","00-0037240",1,"","1","","","","","(7:48) 16-J.Goff pass incomplete deep right to 1-J.Williams.",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109438,2025,2,"2025-09-14_DET_CHI","DET","CHI","RUSH",1,7,42,"54",2,10,4,1,3,1,"11",1,0,0,6,"RE","2","2","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039139","","","","00-0037240",0,"","","00-0039139",0,"","","00-0039065",0,"","","00-0032464",0,"S","","00-0036963",0,"","","","","","","(7:42) (Shotgun) 0-J.Gibbs right end to 50 for 4 yards (24-N.McCloud).",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109439,2025,2,"2025-09-14_DET_CHI","DET","CHI","PASS",1,7,6,"50",3,6,0,1,3,1,"11",1,0,0,7,"","","","9","","","",0,"5.8",0,0,0,0,0,0,0,"0",0,0,0,"TCV","00-0033106","","00-0039065","","2","00-0037240",1,"","2","00-0039065",1,"","11","00-0036963",1,"S","1","00-0039139",0,"","","00-0032464",1,"","1","00-0039070","","","","(7:06) (Shotgun) 16-J.Goff pass incomplete short right to 87-S.LaPorta [99-G.Dexter].",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109440,2025,2,"2025-09-14_DET_CHI","DET","CHI","PUNT",1,6,59,"50",4,6,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(6:59) 3-J.Fox punts 40 yards to CHI 10, Center-49-H.Hatten, fair catch by 12-D.Duvernay.",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109441,2025,2,"2025-09-14_DET_CHI","CHI","DET","RUSH",1,6,52,"90",1,10,1,0,3,2,"02",0,0,0,7,"LE","1","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036275","","","","00-0039918",0,"","","00-0034827",1,"","","00-0040126",1,"","","00-0036290",1,"","","00-0039919",1,"","","","","","","(6:52) Direct snap to 4-D.Swift. 4-D.Swift left end ran ob at CHI 11 for 1 yard (34-A.Anzalone).",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109442,2025,2,"2025-09-14_DET_CHI","CHI","DET","RUSH",1,6,20,"89",2,9,1,1,3,1,"11",1,0,0,6,"LE","2","-1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036275","","","","00-0034827",0,"","","00-0036275",0,"","","00-0035208",0,"","","00-0036290",0,"","","00-0039919",1,"","","","","","","(6:20) (Shotgun) 4-D.Swift left end to CHI 12 for 1 yard (46-J.Campbell; 92-M.Davenport). Penalty on CHI-73-J.Jackson, Offensive Holding, declined.",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109443,2025,2,"2025-09-14_NA","","","NOPL",1,5,54,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #1 by CHI at 05:54.",0,"","CHI","DET",0,0,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109444,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,5,54,"88",3,8,6,1,3,1,"11",1,0,0,7,"","0","6","4","","","",0,"2.3",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0039918","","00-0035208","00-0039903","1","00-0036290",1,"","1","00-0035208",1,"","3","00-0036275",1,"","3","00-0039919",1,"S","5","00-0034827",1,"","1","","","","","(5:54) (Shotgun) 18-C.Williams pass short left to 14-O.Zaccheaus to CHI 18 for 6 yards (6-T.Arnold).",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109445,2025,2,"2025-09-14_DET_CHI","CHI","DET","PUNT",1,5,13,"82",4,2,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(5:13) 19-T.Taylor punts 48 yards to DET 34, Center-46-S.Daly. 11-K.Raymond to 50 for 16 yards (36-J.Owens; 33-J.Jones).",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109446,2025,2,"2025-09-14_DET_CHI","DET","CHI","RUSH",1,5,3,"50",1,10,3,1,3,1,"11",0,0,0,7,"RT","3","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035685","","","","00-0037240",0,"","","00-0035685",0,"","","00-0032464",0,"S","","00-0036754",0,"","","00-0036963",0,"","","","","","","(5:03) 5-D.Montgomery right tackle to CHI 47 for 3 yards (98-M.Sweat; 50-G.Jarrett).",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109447,2025,2,"2025-09-14_DET_CHI","DET","CHI","NOPL",1,4,20,"47",2,7,0,1,2,2,"12",0,1,0,7,"","","","0","","","",1,"",0,0,0,0,0,0,0,"0",0,0,0,"","00-0033106","","","","1","00-0039065",1,"","6","00-0036754",0,"","","00-0036736",0,"P","","00-0035685",0,"","","00-0037240",1,"","2","00-0035647","","","","(4:20) 74-K.Awosika reported in as eligible. 16-J.Goff sacked at DET 44 for -9 yards (98-M.Sweat). Penalty on DET, Illegal Formation, offsetting, enforced at CHI 47 - No Play. Penalty on CHI-29-T.Stevenson, Illegal Contact, offsetting.",0,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109448,2025,2,"2025-09-14_DET_CHI","DET","CHI","PASS",1,4,1,"47",2,7,14,1,3,1,"11",1,0,0,6,"","0","14","14","","","",0,"3.4",0,0,1,0,0,1,1,"0",0,0,0,"TCV","00-0033106","","00-0032464","00-0033132","2","00-0032464",1,"","5","00-0037240",1,"","5","00-0035685",1,"","","00-0039065",1,"S","5","00-0036963",1,"","1","","","","","(4:01) (Shotgun) 16-J.Goff pass short middle to 11-K.Raymond to CHI 33 for 14 yards (31-K.Byard).",1,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109449,2025,2,"2025-09-14_DET_CHI","DET","CHI","PASS",1,3,23,"33",1,10,32,1,2,2,"12",0,1,0,7,"","10","22","17","00-0039071","","",0,"3.5",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0033106","","00-0036963","00-0039071","2","00-0036963",1,"","8","00-0039065",1,"","1","00-0036754",0,"","","00-0035685",0,"","","00-0037240",1,"","1","","","","","(3:23) 16-J.Goff pass deep middle to 14-A.St. Brown to CHI 1 for 32 yards (29-T.Stevenson, 31-K.Byard).",1,"0","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109450,2025,2,"2025-09-14_DET_CHI","DET","CHI","RUSH",1,2,45,"1",1,1,1,1,2,2,"12",0,0,1,8,"RM","1","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035685","","","","00-0037240",0,"","","00-0036963",0,"S","","00-0035685",0,"","","00-0036754",0,"","","00-0039065",0,"","","","","","","(2:45) (No Huddle) 5-D.Montgomery up the middle for 1 yard, TOUCHDOWN.",0,"1","CHI","DET",7,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109451,2025,2,"2025-09-14_DET_CHI","DET","CHI","FGXP",1,2,39,"15",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","39-J.Bates extra point is GOOD, Center-49-H.Hatten, Holder-3-J.Fox.",0,"1","CHI","DET",13,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109452,2025,2,"2025-09-14_DET_CHI","CHI","DET","KOFF",1,2,39,"35",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","39-J.Bates kicks 65 yards from DET 35 to CHI 0. 10-L.Burden pushed ob at CHI 36 for 36 yards (2-D.Thomas).",0,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109453,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,2,33,"64",1,10,4,1,2,2,"12",1,0,0,6,"","1","3","-2","","","",0,"1.5",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0039918","","00-0034827","00-0033914","3","00-0036290",1,"","4","00-0036275",1,"","4","00-0039919",0,"","4","00-0040126",0,"","10","00-0034827",1,"","5","","","","","(2:33) (Shotgun) 18-C.Williams pass short right to 2-D.Moore pushed ob at CHI 40 for 4 yards (34-A.Anzalone).",0,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109454,2025,2,"2025-09-14_DET_CHI","CHI","DET","RUSH",1,2,11,"60",2,6,12,1,2,2,"12",1,0,1,7,"RE","3","9","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036275","","","","00-0040126",1,"","","00-0039919",0,"","","00-0036290",0,"","","00-0036275",0,"","","00-0034827",1,"","","","","","","(2:11) (No Huddle, Shotgun) 4-D.Swift right end to DET 48 for 12 yards (34-A.Anzalone; 46-J.Campbell).",1,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109455,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,1,44,"48",1,10,0,1,2,2,"12",1,1,1,7,"","","","48","","","",0,"3.6",0,0,0,0,0,0,0,"1",0,0,0,"TCV","00-0039918","","00-0039919","","1","00-0034827",1,"","2","00-0040126",1,"","6","00-0036275",0,"","6","00-0036290",1,"","5","00-0039919",1,"","2","","","","","(1:44) (No Huddle, Shotgun) 18-C.Williams pass incomplete deep middle to 15-R.Odunze.",0,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109456,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,1,37,"48",2,10,12,1,2,2,"12",1,0,0,7,"","0","12","12","","","",0,"2.8",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0039918","","00-0039919","00-0039903","1","00-0034827",1,"","3","00-0039919",1,"","8","00-0036275",1,"","5","00-0036290",1,"","5","00-0040126",1,"","3","","","","","(1:37) (Shotgun) 18-C.Williams pass short left to 15-R.Odunze ran ob at DET 36 for 12 yards.",1,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109457,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",1,1,13,"36",1,10,3,1,2,2,"12",1,1,1,7,"","0","3","2","","","",0,"3",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0039918","","00-0036275","00-0033914","1","00-0034827",1,"","9","00-0040126",1,"","10","00-0036275",1,"","4","00-0036290",1,"","12","00-0039919",1,"","6","","","","","(1:13) (No Huddle, Shotgun) 18-C.Williams pass short left to 4-D.Swift pushed ob at DET 33 for 3 yards (34-A.Anzalone).",0,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109458,2025,2,"2025-09-14_DET_CHI","CHI","DET","RUSH",1,0,38,"33",2,7,1,1,3,1,"11",1,0,0,6,"LE","0","1","","","","",0,"",0,0,0,0,1,0,0,"",0,0,0,"","","00-0036275","","","","00-0036290",0,"","","00-0036275",0,"","","00-0039919",1,"","","00-0035208",0,"","","00-0040735",1,"","","","","","","(:38) (Shotgun) 4-D.Swift left end to DET 32 for 1 yard (32-B.Branch). FUMBLES (32-B.Branch), touched at DET 32, RECOVERED by DET-46-J.Campbell at DET 30. 46-J.Campbell to DET 32 for 2 yards (73-J.Jackson).",0,"0","CHI","DET",7,14,"","",0,0,0,1,1,46.5,6,"Fieldturf","Dome",0,0
1109459,2025,2,"2025-09-14_DET_CHI","DET","CHI","RUSH",1,0,31,"68",1,10,1,1,2,2,"12",0,0,0,7,"LT","2","-1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039139","","","","00-0036963",0,"","","00-0036754",0,"","","00-0039139",0,"","","00-0039065",0,"P","","00-0037240",0,"","","","","","","(:31) 0-J.Gibbs left tackle to DET 33 for 1 yard (49-T.Edmunds).",0,"0","CHI","DET",14,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109460,2025,2,"2025-09-14_DET_CHI","DET","CHI","PASS",2,15,0,"67",2,9,0,1,3,1,"11",0,1,0,6,"","","","51","","","",0,"3.3",0,0,0,0,0,0,0,"0",0,0,0,"TCV","00-0033106","","00-0037240","00-0036292","1","00-0040669",1,"","7","00-0036754",0,"P","","00-0039139",0,"","","00-0036963",1,"S","3","00-0037240",1,"","1","","","","","(15:00) 16-J.Goff pass incomplete deep right to 1-J.Williams.",0,"0","CHI","DET",14,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109461,2025,2,"2025-09-14_NA","","","NOPL",2,14,54,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #1 by DET at 14:54.",0,"","CHI","DET",0,0,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109462,2025,2,"2025-09-14_DET_CHI","DET","CHI","PASS",2,14,54,"67",3,9,0,1,3,1,"11",1,0,0,6,"","","","4","","","",0,"2.9",0,0,0,0,0,1,1,"0",0,0,0,"TCV","00-0033106","","00-0036963","00-0035386","1","00-0037240",1,"","7","00-0032464",1,"","4","00-0036963",1,"P","6","00-0039139",1,"","","00-0039065",1,"","7","","","","","(14:54) (Shotgun) 16-J.Goff pass incomplete short left to 14-A.St. Brown.",0,"0","CHI","DET",14,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109463,2025,2,"2025-09-14_DET_CHI","DET","CHI","PUNT",2,14,51,"67",4,9,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(14:51) 3-J.Fox punts 45 yards to CHI 22, Center-49-H.Hatten. 12-D.Duvernay pushed ob at CHI 28 for 6 yards (46-J.Campbell).",0,"0","CHI","DET",14,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109464,2025,2,"2025-09-14_DET_CHI","CHI","DET","RUSH",2,14,40,"72",1,10,9,1,3,1,"11",0,0,0,6,"LE","4","5","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035208","","","","00-0034827",0,"","","00-0039919",0,"","","00-0040236",0,"","","00-0035208",0,"S","","00-0034798",0,"","","","","","","(14:40) 14-O.Zaccheaus left end to CHI 37 for 9 yards (21-A.Robertson).",0,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109465,2025,2,"2025-09-14_DET_CHI","CHI","DET","PASS",2,14,13,"63",2,1,0,1,3,1,"11",1,0,1,6,"","","","0","","","",0,"3.6",0,1,0,0,0,0,1,"0",0,0,0,"TCV","00-0039918","","00-0040236","00-0033914","3","00-0034798",1,"","5","00-0040236",1,"","5","00-0035208",1,"","5","00-0034827",1,"","1","00-0039919",1,"","3","","","","","(14:13) (No Huddle, Shotgun) 18-C.Williams pass incomplete short left to 25-K.Monangai (91-T.Williams).",0,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109466,2025,2,"2025-09-14_DET_CHI","CHI","DET","RUSH",2,14,7,"63",3,1,0,1,1,3,"13",0,0,0,7,"RM","0","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039918","","","","00-0039919",0,"","","00-0036290",0,"","","00-0040236",0,"","","00-0034798",0,"","","00-0040126",0,"","","","","","","(14:07) 18-C.Williams up the middle to CHI 37 for no gain (95-P.O'Connor).",0,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109467,2025,2,"2025-09-14_DET_CHI","CHI","DET","RUSH",2,13,19,"63",4,1,0,1,2,2,"12",0,0,0,8,"RM","0","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039918","","","","00-0039919",1,"","","00-0036290",0,"","","00-0036275",0,"","","00-0034798",0,"","","00-0040735",0,"","","","","","","(13:19) 18-C.Williams up the middle to CHI 37 for no gain (55-D.Barnes). The Replay Official reviewed the short of the line to gain ruling, and the play was Upheld. The ruling on the field stands.",0,"0","CHI","DET",7,14,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109468,2025,2,"2025-09-14_DET_CHI","DET","CHI","PASS",2,13,14,"37",1,10,-2,1,3,1,"11",0,0,0,6,"","-2","0","-8","","","",0,"2.3",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0033106","","00-0039139","00-0039071","6","00-0032464",1,"","5","00-0037240",1,"","4","00-0036963",1,"S","5","00-0039139",1,"","","00-0036754",1,"","","","","","","(13:14) 16-J.Goff pass short left to 0-J.Gibbs to CHI 39 for -2 yards (29-T.Stevenson).",0,"0","CHI","DET",14,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109469,2025,2,"2025-09-14_DET_CHI","DET","CHI","RUSH",2,12,37,"39",2,12,2,1,2,2,"12",1,0,0,7,"RM","1","1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039139","","","","00-0037240",0,"","","00-0039139",0,"","","00-0039065",0,"","","00-0036754",0,"","","00-0036963",0,"","","","","","","(12:37) (Shotgun) 0-J.Gibbs up the middle to CHI 37 for 2 yards (49-T.Edmunds).",0,"0","CHI","DET",14,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109470,2025,2,"2025-09-14_DET_CHI","DET","CHI","PASS",2,12,6,"37",3,10,0,1,3,1,"11",1,0,0,6,"","","","17","","","",0,"3.1",0,0,0,0,0,0,1,"0",0,0,0,"TCV","00-0033106","","00-0036963","00-0036292","2","00-0032464",1,"","9","00-0039065",0,"","","00-0035685",1,"","","00-0037240",1,"","1","00-0036963",1,"","5","","","","","(12:06) (Shotgun) 16-J.Goff pass incomplete deep middle to 14-A.St. Brown. CHI-1-J.Johnson was injured during the play.",0,"0","CHI","DET",14,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
1109471,2025,2,"2025-09-14_DET_CHI","DET","CHI","FGXP",2,12,2,"37",4,10,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(12:02) 59-G.Manu, 65-K.Eguakun and 95-P.O'Connor reported in as eligible. 39-J.Bates 55 yard field goal is No Good, Wide Left, Center-49-H.Hatten, Holder-3-J.Fox.",0,"0","CHI","DET",14,7,"","",0,0,0,0,0,46.5,6,"Fieldturf","Dome",0,0
